invoice,stockcode
7501,vegetales
7501,panaderia
7501,chocolate
7501,harina
7501,yogurt
7502,yogurt
7502,azucar
7502,carne
7502,sal
7502,galletas
7502,postres
7502,licor
7502,aceite
7502,pasta
7502,pollo
7503,sal
7503,queso
7503,arroz
7503,galletas
7503,helado
7503,panaderia
7503,azucar
7503,water
7503,yogurt
7503,pollo
7504,azucar
7504,galletas
7504,yogurt
7504,panaderia
7504,cuidado personal
7504,carne
7504,panela
7505,galletas
7505,water
7505,azucar
7505,cuidado personal
7505,helado
7505,pollo
7505,sal
7505,postres
7505,chocolate
7505,yogurt
7506,galletas
7506,yogurt
7506,azucar
7506,carne
7506,postres
7506,licor
7506,arroz
7506,huevos
7506,panaderia
7506,queso
7506,enlatados
7506,harina
7506,panela
7506,sal
7507,queso
7507,galletas
7507,arroz
7507,yogurt
7507,helado
7507,panaderia
7507,azucar
7507,papas
7507,pollo
7507,chocolate
7507,granos
7508,azucar
7508,galletas
7508,yogurt
7508,chocolate
7508,panaderia
7508,licor
7508,granos
7508,arroz
7508,water
7508,postres
7508,helado
7509,papas
7509,galletas
7509,harina
7509,azucar
7509,postres
7509,carne
7509,queso
7509,yogurt
7509,licor
7509,arroz
7510,galletas
7510,water
7510,azucar
7510,sal
7510,panaderia
7510,cuidado personal
7510,chocolate
7510,soda
7510,arroz
7510,helado
7510,yogurt
7510,queso
7510,pasta
7511,yogurt
7511,galletas
7511,water
7511,azucar
7511,licor
7511,granos
7511,arroz
7511,frutas
7511,queso
7511,pollo
7512,helado
7512,azucar
7512,chocolate
7512,galletas
7512,water
7512,sal
7512,aceite
7512,yogurt
7513,papas
7513,harina
7513,cafe
7513,panela
7513,pollo
7513,helado
7513,yogurt
7513,galletas
7513,licor
7513,azucar
7513,carne
7514,papas
7514,galletas
7514,azucar
7514,panaderia
7514,licor
7514,queso
7514,arroz
7514,pollo
7514,water
7514,helado
7514,chocolate
7514,harina
7514,yogurt
7514,postres
7514,cuidado personal
7515,galletas
7515,azucar
7515,yogurt
7515,harina
7515,soda
7515,panaderia
7515,panela
7515,chocolate
7515,pollo
7515,licor
7515,frutas
7516,panaderia
7516,yogurt
7516,pollo
7516,azucar
7516,licor
7516,galletas
7516,water
7516,postres
7516,chocolate
7517,galletas
7517,leche
7517,arroz
7517,panaderia
7517,yogurt
7517,licor
7517,azucar
7517,chocolate
7517,granos
7517,postres
7517,helado
7518,arroz
7518,galletas
7518,azucar
7518,pollo
7518,harina
7518,frutas
7518,chocolate
7518,yogurt
7519,azucar
7519,soda
7519,cuidado personal
7519,yogurt
7519,chocolate
7519,licor
7519,frutas
7519,enlatados
7519,panaderia
7519,galletas
7519,postres
7519,queso
7519,water
7520,galletas
7520,chocolate
7520,pollo
7520,yogurt
7520,huevos
7520,azucar
7520,panaderia
7520,soda
7521,pollo
7521,chocolate
7521,azucar
7521,galletas
7521,panela
7521,pasta
7521,margarina
7521,leche
7521,harina
7522,chocolate
7522,licor
7522,pollo
7522,azucar
7522,galletas
7522,water
7522,yogurt
7522,postres
7523,licor
7523,azucar
7523,galletas
7523,yogurt
7523,helado
7523,chocolate
7523,water
7523,frutas
7523,pollo
7523,arroz
7523,vegetales
7524,azucar
7524,yogurt
7524,galletas
7524,queso
7524,licor
7524,postres
7524,panela
7524,water
7524,chocolate
7524,panaderia
7525,azucar
7525,arroz
7525,galletas
7525,leche
7525,queso
7525,pollo
7525,licor
7525,cuidado personal
7525,panaderia
7525,postres
7526,azucar
7526,helado
7526,yogurt
7526,galletas
7526,licor
7526,postres
7526,queso
7526,vegetales
7527,galletas
7527,azucar
7527,licor
7527,yogurt
7527,aceite
7527,harina
7527,chocolate
7527,pollo
7528,azucar
7528,chocolate
7528,galletas
7528,granos
7528,water
7528,licor
7528,arroz
7528,aceite
7528,pollo
7528,postres
7528,queso
7528,yogurt
7529,granos
7529,azucar
7529,galletas
7529,yogurt
7529,soda
7529,panaderia
7529,licor
7529,postres
7529,queso
7529,arroz
7530,panaderia
7530,chocolate
7530,azucar
7530,galletas
7530,yogurt
7530,carne
7530,postres
7530,cuidado personal
7530,pollo
7530,papas
7530,helado
7531,aceite
7531,cuidado personal
7531,azucar
7531,licor
7531,chocolate
7531,yogurt
7531,water
7531,huevos
7531,galletas
7531,postres
7532,yogurt
7532,galletas
7532,helado
7532,papas
7532,azucar
7532,sal
7532,soda
7532,postres
7532,enlatados
7532,granos
7532,pollo
7533,galletas
7533,frutas
7533,pescado
7533,panela
7533,queso
7533,water
7533,chocolate
7533,yogurt
7533,arroz
7533,papas
7533,panaderia
7533,licor
7534,licor
7534,queso
7534,carne
7534,galletas
7534,azucar
7534,yogurt
7534,postres
7534,panaderia
7534,chocolate
7534,pollo
7535,panaderia
7535,licor
7535,azucar
7535,galletas
7535,pollo
7535,yogurt
7535,queso
7535,cuidado personal
7535,water
7535,arroz
7535,postres
7535,carne
7536,yogurt
7536,galletas
7536,panaderia
7536,chocolate
7536,aseo
7536,harina
7536,pollo
7536,leche
7536,helado
7536,azucar
7536,postres
7536,cuidado personal
7537,pollo
7537,yogurt
7537,aceite
7537,arroz
7537,azucar
7537,galletas
7537,licor
7537,soda
7537,helado
7537,carne
7537,sal
7537,frutas
7538,azucar
7538,yogurt
7538,galletas
7538,licor
7538,cuidado personal
7538,postres
7538,panaderia
7538,papas
7538,vegetales
7539,yogurt
7539,licor
7539,galletas
7539,panaderia
7539,azucar
7539,helado
7539,granos
7539,postres
7539,pollo
7540,galletas
7540,pollo
7540,yogurt
7540,carne
7540,panela
7540,azucar
7540,papas
7540,panaderia
7540,licor
7540,harina
7540,queso
7541,queso
7541,yogurt
7541,arroz
7541,galletas
7541,azucar
7541,cuidado personal
7542,azucar
7542,frutas
7542,margarina
7542,galletas
7542,yogurt
7542,postres
7542,panaderia
7542,helado
7542,chocolate
7542,licor
7542,water
7543,azucar
7543,galletas
7543,yogurt
7543,licor
7543,panaderia
7543,cafe
7543,postres
7543,queso
7543,arroz
7543,water
7543,papas
7544,galletas
7544,panaderia
7544,harina
7544,chocolate
7544,azucar
7544,yogurt
7544,frutas
7544,vegetales
7544,carne
7544,licor
7545,azucar
7545,galletas
7545,water
7545,yogurt
7545,chocolate
7545,cuidado personal
7545,helado
7546,sal
7546,yogurt
7546,pollo
7546,queso
7546,galletas
7546,postres
7546,cuidado personal
7546,azucar
7546,chocolate
7546,huevos
7546,licor
7547,galletas
7547,azucar
7547,panaderia
7547,postres
7547,sal
7547,queso
7547,water
7547,pollo
7547,helado
7547,yogurt
7547,chocolate
7548,water
7548,galletas
7548,azucar
7548,yogurt
7548,frutas
7548,postres
7548,aceite
7548,papas
7548,panaderia
7548,sal
7549,galletas
7549,licor
7549,azucar
7549,yogurt
7549,panaderia
7549,margarina
7549,chocolate
7549,queso
7549,huevos
7550,licor
7550,azucar
7550,yogurt
7550,chocolate
7550,galletas
7550,soda
7550,cuidado personal
7550,queso
7551,arroz
7551,harina
7551,cuidado personal
7551,aceite
7551,aseo
7551,postres
7551,yogurt
7551,galletas
7551,panaderia
7551,water
7551,licor
7551,azucar
7552,azucar
7552,chocolate
7552,galletas
7552,pollo
7552,yogurt
7552,panaderia
7552,postres
7552,cuidado personal
7552,sal
7552,licor
7553,galletas
7553,yogurt
7553,helado
7553,queso
7553,azucar
7553,licor
7553,pollo
7553,sal
7554,azucar
7554,huevos
7554,carne
7554,yogurt
7554,galletas
7554,water
7554,aseo
7554,pollo
7554,margarina
7555,azucar
7555,arroz
7555,yogurt
7555,panaderia
7555,galletas
7555,chocolate
7555,pollo
7555,helado
7555,licor
7555,papas
7555,water
7556,panaderia
7556,galletas
7556,azucar
7556,granos
7556,water
7556,yogurt
7556,chocolate
7556,arroz
7556,pollo
7557,arroz
7557,yogurt
7557,panela
7557,galletas
7557,panaderia
7557,pollo
7557,azucar
7557,chocolate
7557,sal
7557,licor
7557,soda
7557,papas
7557,water
7558,arroz
7558,pollo
7558,galletas
7558,azucar
7558,yogurt
7558,carne
7558,chocolate
7558,harina
7558,queso
7559,pollo
7559,licor
7559,arroz
7559,papas
7559,queso
7559,azucar
7559,galletas
7559,pescado
7559,yogurt
7559,chocolate
7559,postres
7559,granos
7560,galletas
7560,queso
7560,yogurt
7560,panaderia
7560,azucar
7560,water
7560,harina
7560,vegetales
7560,licor
7560,chocolate
7561,galletas
7561,panaderia
7561,licor
7561,yogurt
7561,leche
7561,water
7561,arroz
7561,papas
7561,azucar
7561,pasta
7561,pollo
7562,arroz
7562,queso
7562,azucar
7562,postres
7562,chocolate
7562,galletas
7562,panaderia
7563,galletas
7563,azucar
7563,frutas
7563,water
7563,helado
7563,pasta
7563,chocolate
7563,sal
7563,panaderia
7563,pescado
7563,postres
7563,aseo
7564,yogurt
7564,carne
7564,galletas
7564,pasta
7564,azucar
7564,licor
7564,arroz
7564,water
7564,frutas
7564,enlatados
7564,pollo
7565,licor
7565,cuidado personal
7565,chocolate
7565,galletas
7565,leche
7565,azucar
7565,queso
7565,panaderia
7565,yogurt
7565,carne
7565,postres
7566,chocolate
7566,galletas
7566,water
7566,azucar
7566,postres
7566,aceite
7566,arroz
7566,yogurt
7566,queso
7566,harina
7566,pollo
7566,sal
7566,aseo
7567,queso
7567,azucar
7567,galletas
7567,arroz
7567,pollo
7567,panela
7567,licor
7567,panaderia
7567,yogurt
7567,chocolate
7568,chocolate
7568,yogurt
7568,galletas
7568,azucar
7568,queso
7568,soda
7568,pescado
7568,panaderia
7568,water
7568,huevos
7569,yogurt
7569,azucar
7569,frutas
7569,pollo
7569,carne
7569,galletas
7569,licor
7569,granos
7569,queso
7569,water
7569,arroz
7569,helado
7570,water
7570,sal
7570,yogurt
7570,panela
7570,aceite
7570,pollo
7570,galletas
7570,azucar
7570,harina
7570,chocolate
7570,arroz
7571,postres
7571,chocolate
7571,licor
7571,yogurt
7571,azucar
7571,galletas
7571,water
7571,queso
7571,aceite
7572,galletas
7572,azucar
7572,licor
7572,panaderia
7572,yogurt
7572,postres
7572,chocolate
7572,sal
7572,pollo
7572,queso
7573,galletas
7573,pollo
7573,granos
7573,yogurt
7573,cuidado personal
7573,azucar
7573,chocolate
7573,soda
7573,arroz
7573,panaderia
7573,water
7573,vegetales
7574,licor
7574,panela
7574,galletas
7574,yogurt
7574,azucar
7574,arroz
7574,panaderia
7575,azucar
7575,panela
7575,yogurt
7575,galletas
7575,enlatados
7575,licor
7575,postres
7575,carne
7575,huevos
7576,galletas
7576,queso
7576,yogurt
7576,panaderia
7576,azucar
7576,cuidado personal
7576,sal
7576,chocolate
7577,soda
7577,galletas
7577,arroz
7577,azucar
7577,licor
7577,panaderia
7577,yogurt
7577,queso
7577,chocolate
7578,chocolate
7578,galletas
7578,panaderia
7578,yogurt
7578,leche
7578,azucar
7578,helado
7578,licor
7578,pescado
7578,arroz
7578,queso
7578,pasta
7579,galletas
7579,cuidado personal
7579,azucar
7579,postres
7579,yogurt
7579,licor
7579,sal
7579,helado
7579,panaderia
7580,azucar
7580,yogurt
7580,panaderia
7580,galletas
7580,cuidado personal
7580,pollo
7580,licor
7580,aseo
7580,queso
7581,chocolate
7581,azucar
7581,arroz
7581,galletas
7581,postres
7581,water
7581,helado
7581,carne
7581,yogurt
7581,licor
7582,azucar
7582,licor
7582,carne
7582,galletas
7582,yogurt
7582,helado
7582,enlatados
7582,soda
7582,leche
7582,postres
7582,pollo
7582,chocolate
7582,water
7583,yogurt
7583,sal
7583,galletas
7583,pollo
7583,azucar
7583,queso
7583,water
7583,cuidado personal
7583,pasta
7583,licor
7583,helado
7584,licor
7584,queso
7584,water
7584,galletas
7584,yogurt
7584,pollo
7584,azucar
7584,postres
7584,pescado
7584,panaderia
7584,chocolate
7585,azucar
7585,yogurt
7585,sal
7585,aseo
7585,arroz
7585,galletas
7585,queso
7585,chocolate
7585,panela
7585,licor
7585,pollo
7585,enlatados
7586,queso
7586,chocolate
7586,galletas
7586,licor
7586,panaderia
7586,azucar
7586,sal
7586,yogurt
7586,postres
7586,arroz
7586,cuidado personal
7586,pollo
7586,vegetales
7587,carne
7587,yogurt
7587,panaderia
7587,azucar
7587,helado
7587,water
7587,panela
7587,papas
7587,licor
7587,galletas
7587,queso
7588,azucar
7588,pescado
7588,arroz
7588,galletas
7588,queso
7588,chocolate
7588,yogurt
7588,helado
7588,papas
7588,aseo
7588,cafe
7589,licor
7589,azucar
7589,galletas
7589,helado
7589,soda
7589,panaderia
7589,yogurt
7589,arroz
7590,azucar
7590,cuidado personal
7590,yogurt
7590,postres
7590,chocolate
7590,licor
7590,galletas
7590,pollo
7590,queso
7590,frutas
7591,azucar
7591,chocolate
7591,papas
7591,yogurt
7591,galletas
7591,arroz
7591,sal
7591,queso
7591,water
7592,arroz
7592,azucar
7592,queso
7592,galletas
7592,chocolate
7592,postres
7592,panela
7592,helado
7592,pollo
7592,yogurt
7592,enlatados
7593,yogurt
7593,azucar
7593,queso
7593,licor
7593,postres
7593,chocolate
7593,water
7593,arroz
7593,pollo
7593,panaderia
7593,panela
7593,helado
7594,panela
7594,papas
7594,galletas
7594,licor
7594,yogurt
7594,vegetales
7594,azucar
7594,pollo
7594,frutas
7595,yogurt
7595,galletas
7595,azucar
7595,chocolate
7595,leche
7595,soda
7595,panaderia
7595,arroz
7595,licor
7595,frutas
7596,chocolate
7596,azucar
7596,galletas
7596,postres
7596,yogurt
7596,harina
7596,arroz
7596,soda
7596,carne
7596,licor
7596,sal
7596,cafe
7597,azucar
7597,cafe
7597,vegetales
7597,galletas
7597,yogurt
7597,panaderia
7597,licor
7597,arroz
7597,panela
7597,soda
7597,postres
7597,queso
7597,huevos
7597,frutas
7597,pescado
7598,postres
7598,licor
7598,galletas
7598,azucar
7598,chocolate
7598,arroz
7598,yogurt
7598,water
7599,galletas
7599,yogurt
7599,panaderia
7599,azucar
7599,postres
7599,licor
7599,pollo
7599,papas
7599,frutas
7599,chocolate
7599,queso
7599,helado
7599,carne
7599,vegetales
7600,yogurt
7600,helado
7600,arroz
7600,galletas
7600,azucar
7600,pollo
7600,cuidado personal
7600,licor
7600,enlatados
7600,margarina
7601,azucar
7601,yogurt
7601,galletas
7601,chocolate
7601,soda
7601,pollo
7601,panaderia
7602,azucar
7602,panaderia
7602,licor
7602,soda
7602,galletas
7602,carne
7602,panela
7602,helado
7602,cuidado personal
7602,pollo
7602,queso
7602,yogurt
7603,pescado
7603,azucar
7603,helado
7603,galletas
7603,huevos
7603,soda
7603,queso
7603,arroz
7603,postres
7603,cafe
7604,arroz
7604,azucar
7604,queso
7604,papas
7604,galletas
7604,harina
7604,panaderia
7604,yogurt
7604,soda
7604,chocolate
7604,carne
7604,pasta
7604,water
7604,pollo
7604,sal
7604,licor
7605,galletas
7605,pasta
7605,azucar
7605,chocolate
7606,galletas
7606,yogurt
7606,azucar
7606,water
7606,helado
7606,arroz
7606,queso
7606,chocolate
7606,pollo
7607,soda
7607,yogurt
7607,frutas
7607,galletas
7607,azucar
7607,chocolate
7607,licor
7607,panaderia
7607,queso
7607,postres
7607,water
7607,arroz
7608,galletas
7608,azucar
7608,postres
7608,yogurt
7608,sal
7608,arroz
7608,licor
7608,pescado
7608,chocolate
7609,azucar
7609,frutas
7609,leche
7609,yogurt
7609,galletas
7609,soda
7609,chocolate
7609,licor
7609,panaderia
7609,helado
7610,yogurt
7610,azucar
7610,panaderia
7610,cuidado personal
7610,galletas
7610,postres
7610,helado
7610,carne
7610,cafe
7610,enlatados
7610,pollo
7611,galletas
7611,water
7611,carne
7611,azucar
7611,yogurt
7611,queso
7611,pollo
7611,panaderia
7611,licor
7611,chocolate
7611,granos
7612,galletas
7612,water
7612,queso
7612,arroz
7612,yogurt
7612,postres
7612,granos
7612,azucar
7612,pescado
7613,galletas
7613,yogurt
7613,arroz
7613,chocolate
7613,licor
7613,azucar
7614,azucar
7614,sal
7614,yogurt
7614,leche
7614,licor
7614,galletas
7614,water
7614,panaderia
7614,panela
7615,galletas
7615,yogurt
7615,azucar
7615,arroz
7615,pasta
7615,chocolate
7615,panaderia
7615,postres
7615,sal
7616,yogurt
7616,aceite
7616,galletas
7616,arroz
7616,pollo
7616,azucar
7616,papas
7616,postres
7616,helado
7616,panela
7616,soda
7616,water
7616,margarina
7617,chocolate
7617,galletas
7617,harina
7617,carne
7617,pollo
7617,azucar
7617,yogurt
7617,panaderia
7617,arroz
7617,soda
7617,cuidado personal
7617,helado
7618,panaderia
7618,galletas
7618,cuidado personal
7618,azucar
7618,frutas
7618,helado
7618,licor
7618,yogurt
7618,pollo
7618,arroz
7618,soda
7618,water
7619,yogurt
7619,panela
7619,postres
7619,water
7619,azucar
7619,galletas
7619,pollo
7619,carne
7619,chocolate
7620,galletas
7620,chocolate
7620,azucar
7620,panela
7620,queso
7620,postres
7620,water
7620,cuidado personal
7620,cafe
7620,yogurt
7620,huevos
7620,harina
7620,arroz
7621,galletas
7621,yogurt
7621,chocolate
7621,azucar
7621,pescado
7621,vegetales
7621,carne
7621,granos
7622,licor
7622,granos
7622,azucar
7622,yogurt
7622,galletas
7622,panaderia
7622,harina
7622,postres
7622,water
7623,azucar
7623,water
7623,yogurt
7623,licor
7623,galletas
7623,panaderia
7623,arroz
7624,yogurt
7624,pollo
7624,galletas
7624,chocolate
7624,helado
7624,azucar
7624,carne
7624,postres
7624,panaderia
7624,licor
7624,arroz
7624,water
7625,azucar
7625,arroz
7625,papas
7625,yogurt
7625,water
7625,galletas
7625,sal
7625,pollo
7625,leche
7625,panela
7626,chocolate
7626,azucar
7626,arroz
7626,panaderia
7626,galletas
7626,helado
7626,margarina
7626,yogurt
7626,licor
7627,galletas
7627,yogurt
7627,panaderia
7627,queso
7627,azucar
7627,pollo
7627,licor
7627,postres
7627,vegetales
7627,helado
7627,leche
7628,azucar
7628,queso
7628,pollo
7628,galletas
7628,frutas
7628,arroz
7628,postres
7628,carne
7628,yogurt
7628,panela
7628,chocolate
7629,galletas
7629,water
7629,azucar
7629,carne
7629,yogurt
7629,arroz
7629,queso
7629,harina
7629,panaderia
7630,yogurt
7630,licor
7630,galletas
7630,sal
7630,panaderia
7630,soda
7630,water
7630,azucar
7631,pasta
7631,azucar
7631,helado
7631,licor
7631,galletas
7631,yogurt
7631,postres
7631,arroz
7631,frutas
7631,panaderia
7631,cuidado personal
7632,vegetales
7632,huevos
7632,frutas
7632,cuidado personal
7632,panaderia
7632,azucar
7632,galletas
7632,yogurt
7632,licor
7632,postres
7633,azucar
7633,yogurt
7633,leche
7633,licor
7633,panaderia
7633,galletas
7633,arroz
7633,chocolate
7634,soda
7634,panaderia
7634,water
7634,azucar
7634,enlatados
7634,queso
7634,yogurt
7634,galletas
7634,licor
7634,arroz
7634,carne
7634,frutas
7635,yogurt
7635,azucar
7635,galletas
7635,chocolate
7635,harina
7635,enlatados
7635,granos
7635,panaderia
7635,pollo
7635,aceite
7635,papas
7635,arroz
7635,queso
7636,azucar
7636,pollo
7636,galletas
7636,water
7636,licor
7636,postres
7636,arroz
7636,carne
7636,sal
7637,galletas
7637,pollo
7637,azucar
7637,cuidado personal
7637,sal
7637,carne
7637,pescado
7637,helado
7637,arroz
7637,soda
7637,licor
7638,galletas
7638,enlatados
7638,arroz
7638,azucar
7638,yogurt
7638,queso
7638,papas
7638,carne
7638,water
7638,sal
7638,panela
7639,sal
7639,panaderia
7639,galletas
7639,azucar
7639,chocolate
7639,postres
7639,yogurt
7639,aseo
7639,licor
7639,pollo
7640,pollo
7640,azucar
7640,galletas
7640,soda
7640,postres
7640,queso
7640,pasta
7640,water
7640,arroz
7640,margarina
7640,yogurt
7641,aceite
7641,azucar
7641,galletas
7641,yogurt
7641,frutas
7641,chocolate
7641,postres
7641,arroz
7641,panaderia
7641,licor
7641,queso
7642,galletas
7642,frutas
7642,pollo
7642,licor
7642,helado
7642,soda
7642,yogurt
7642,papas
7642,carne
7642,azucar
7643,galletas
7643,yogurt
7643,azucar
7643,postres
7643,panaderia
7643,licor
7643,carne
7643,chocolate
7644,chocolate
7644,yogurt
7644,azucar
7644,licor
7644,panaderia
7644,pasta
7644,cuidado personal
7644,galletas
7645,azucar
7645,galletas
7645,arroz
7645,panaderia
7645,queso
7645,pollo
7645,chocolate
7645,licor
7645,aseo
7645,postres
7646,yogurt
7646,galletas
7646,azucar
7646,chocolate
7646,panaderia
7646,pescado
7646,helado
7647,galletas
7647,postres
7647,azucar
7647,pollo
7647,yogurt
7647,chocolate
7647,panaderia
7647,aseo
7648,galletas
7648,yogurt
7648,postres
7648,papas
7648,azucar
7648,pescado
7648,helado
7648,chocolate
7648,panaderia
7648,water
7648,arroz
7648,sal
7648,pollo
7649,sal
7649,azucar
7649,galletas
7649,leche
7649,panaderia
7649,chocolate
7649,postres
7649,cuidado personal
7649,queso
7649,huevos
7650,yogurt
7650,galletas
7650,soda
7650,azucar
7650,chocolate
7650,queso
7650,carne
7650,water
7650,pasta
7650,licor
7651,yogurt
7651,panaderia
7651,azucar
7651,soda
7651,postres
7651,pollo
7651,galletas
7651,chocolate
7651,arroz
7651,enlatados
7651,licor
7652,water
7652,azucar
7652,galletas
7652,pasta
7652,licor
7652,panaderia
7652,yogurt
7652,queso
7652,arroz
7653,chocolate
7653,galletas
7653,azucar
7653,cuidado personal
7653,queso
7653,helado
7653,water
7653,frutas
7654,postres
7654,queso
7654,pollo
7654,panaderia
7654,licor
7654,galletas
7654,azucar
7654,leche
7654,arroz
7654,yogurt
7654,frutas
7655,postres
7655,queso
7655,galletas
7655,azucar
7655,water
7655,yogurt
7655,chocolate
7655,carne
7655,helado
7655,pollo
7656,frutas
7656,soda
7656,panela
7656,galletas
7656,cuidado personal
7656,margarina
7656,water
7656,panaderia
7656,azucar
7656,sal
7656,chocolate
7656,yogurt
7656,carne
7656,postres
7657,panaderia
7657,azucar
7657,chocolate
7657,yogurt
7657,water
7657,galletas
7657,queso
7657,postres
7658,galletas
7658,arroz
7658,azucar
7658,yogurt
7658,panaderia
7658,licor
7658,sal
7658,postres
7659,arroz
7659,yogurt
7659,galletas
7659,cuidado personal
7659,azucar
7659,licor
7659,aceite
7659,papas
7659,panaderia
7659,postres
7660,azucar
7660,galletas
7660,licor
7660,arroz
7660,water
7660,postres
7660,yogurt
7660,pollo
7660,panaderia
7660,vegetales
7661,arroz
7661,azucar
7661,chocolate
7661,galletas
7661,water
7661,queso
7661,yogurt
7661,licor
7662,water
7662,sal
7662,licor
7662,yogurt
7662,chocolate
7662,arroz
7662,galletas
7662,pollo
7662,helado
7662,panaderia
7662,postres
7662,queso
7662,azucar
7662,frutas
7662,granos
7663,postres
7663,water
7663,azucar
7663,leche
7663,galletas
7663,aseo
7663,cuidado personal
7663,yogurt
7663,queso
7663,pollo
7663,chocolate
7663,frutas
7664,galletas
7664,yogurt
7664,azucar
7664,water
7664,carne
7664,postres
7664,helado
7664,panela
7664,harina
7664,papas
7665,frutas
7665,vegetales
7665,yogurt
7665,azucar
7665,galletas
7665,chocolate
7665,postres
7665,helado
7665,harina
7666,licor
7666,carne
7666,panaderia
7666,pollo
7666,galletas
7666,harina
7666,azucar
7666,queso
7666,chocolate
7666,pescado
7666,yogurt
7666,panela
7666,papas
7667,postres
7667,yogurt
7667,arroz
7667,helado
7667,pollo
7667,azucar
7667,galletas
7667,water
7667,licor
7667,panaderia
7668,yogurt
7668,galletas
7668,azucar
7668,arroz
7668,chocolate
7668,water
7668,pollo
7668,helado
7668,postres
7668,sal
7668,aseo
7668,queso
7669,licor
7669,yogurt
7669,frutas
7669,azucar
7669,galletas
7669,postres
7669,pollo
7669,chocolate
7670,galletas
7670,azucar
7670,pollo
7670,yogurt
7670,queso
7670,panaderia
7670,helado
7670,water
7670,chocolate
7670,pasta
7671,galletas
7671,pollo
7671,soda
7671,water
7671,carne
7671,postres
7671,yogurt
7671,queso
7671,arroz
7671,chocolate
7671,vegetales
7672,yogurt
7672,water
7672,azucar
7672,helado
7672,postres
7672,chocolate
7672,galletas
7672,pollo
7672,licor
7672,soda
7672,carne
7672,panela
7673,azucar
7673,yogurt
7673,arroz
7673,carne
7673,helado
7673,pollo
7673,galletas
7673,sal
7673,soda
7674,galletas
7674,azucar
7674,yogurt
7674,panaderia
7674,chocolate
7674,sal
7674,carne
7674,panela
7675,yogurt
7675,pollo
7675,chocolate
7675,postres
7675,galletas
7675,azucar
7675,pasta
7675,carne
7675,water
7675,soda
7675,arroz
7676,galletas
7676,enlatados
7676,pollo
7676,postres
7676,carne
7676,azucar
7676,chocolate
7676,aseo
7677,water
7677,panaderia
7677,azucar
7677,galletas
7677,yogurt
7677,huevos
7677,arroz
7677,licor
7678,azucar
7678,arroz
7678,galletas
7678,harina
7678,panaderia
7678,yogurt
7678,chocolate
7678,licor
7678,queso
7678,water
7678,enlatados
7679,galletas
7679,azucar
7679,chocolate
7679,yogurt
7679,panaderia
7679,postres
7679,enlatados
7679,soda
7679,queso
7679,helado
7679,leche
7679,frutas
7680,yogurt
7680,azucar
7680,harina
7680,panaderia
7680,galletas
7680,vegetales
7680,chocolate
7680,cuidado personal
7680,carne
7680,postres
7680,arroz
7681,azucar
7681,cafe
7681,licor
7681,galletas
7681,postres
7681,yogurt
7681,water
7681,cuidado personal
7681,queso
7682,licor
7682,azucar
7682,galletas
7682,panaderia
7682,yogurt
7682,soda
7682,huevos
7682,vegetales
7682,sal
7682,water
7682,arroz
7683,azucar
7683,galletas
7683,panela
7683,yogurt
7683,frutas
7683,queso
7683,pasta
7683,arroz
7684,galletas
7684,azucar
7684,chocolate
7684,frutas
7684,soda
7685,queso
7685,water
7685,frutas
7685,panaderia
7685,azucar
7685,pollo
7685,galletas
7685,arroz
7685,pasta
7685,chocolate
7685,yogurt
7686,yogurt
7686,panaderia
7686,galletas
7686,queso
7686,azucar
7686,water
7686,chocolate
7686,pollo
7686,helado
7686,pescado
7687,yogurt
7687,azucar
7687,carne
7687,helado
7687,queso
7687,galletas
7687,aseo
7687,soda
7687,panaderia
7688,galletas
7688,queso
7688,postres
7688,yogurt
7688,chocolate
7688,azucar
7688,granos
7688,licor
7688,arroz
7689,yogurt
7689,galletas
7689,pollo
7689,water
7689,azucar
7689,panaderia
7689,postres
7689,licor
7689,chocolate
7689,helado
7689,harina
7689,arroz
7690,vegetales
7690,galletas
7690,yogurt
7690,azucar
7690,queso
7690,licor
7690,soda
7690,arroz
7690,cafe
7691,galletas
7691,panaderia
7691,water
7691,yogurt
7691,licor
7691,chocolate
7691,azucar
7691,queso
7691,arroz
7691,pollo
7692,chocolate
7692,water
7692,galletas
7692,azucar
7692,yogurt
7692,papas
7692,granos
7692,licor
7692,arroz
7693,galletas
7693,water
7693,helado
7693,panaderia
7693,azucar
7693,vegetales
7693,cuidado personal
7693,pasta
7693,yogurt
7694,yogurt
7694,galletas
7694,azucar
7694,panela
7694,queso
7694,licor
7695,harina
7695,chocolate
7695,galletas
7695,azucar
7695,postres
7695,yogurt
7695,panaderia
7695,pollo
7695,queso
7695,licor
7695,helado
7696,arroz
7696,pollo
7696,carne
7696,papas
7696,licor
7696,azucar
7696,galletas
7696,panaderia
7696,yogurt
7696,water
7697,chocolate
7697,panela
7697,galletas
7697,carne
7697,azucar
7697,arroz
7697,yogurt
7697,panaderia
7697,queso
7697,water
7698,panaderia
7698,yogurt
7698,chocolate
7698,galletas
7698,azucar
7698,postres
7698,pollo
7698,helado
7699,chocolate
7699,azucar
7699,soda
7699,galletas
7699,aseo
7699,licor
7699,pollo
7699,yogurt
7699,arroz
7699,water
7700,galletas
7700,queso
7700,azucar
7700,yogurt
7700,carne
7700,licor
7700,soda
7700,arroz
7700,papas
7700,chocolate
7700,panaderia
7701,chocolate
7701,galletas
7701,azucar
7701,helado
7701,yogurt
7701,licor
7701,panela
7701,arroz
7701,postres
7701,frutas
7701,water
7702,azucar
7702,postres
7702,panaderia
7702,queso
